source_row_number,record_id,customer_id,source_file,source_type,customer_name_raw,customer_name_clean,phone_raw,phone_clean,email_raw,email_clean,invoice_no_raw,invoice_no_clean,transaction_date_raw,transaction_date_clean,service_or_product_raw,service_or_product_clean,category_raw,category_clean,branch_raw,branch_clean,city_raw,city_clean,country,amount_raw,amount_clean,quantity,duplicate_flag,missing_field_flag,contact_valid_flag,date_valid_flag,amount_valid_flag,validation_status,review_notes
241,,,legacy_export.csv,legacy,SOPHIE BRAMWELL,,00000000000,,nil,,INV1182,,11-02-2025,,ON SITE SETUP,,STD,,SOUTH,,MANCHESTER,,United Kingdom,275,,1,,,,,,,
242,,,legacy_export.csv,legacy,IVY LANGLEY,,+44 7477 698 143,,ivy.langley@examplemail.co,,INV1183,,19 March 2025,,PREMIUM CONSULTATION,,PREMIUM,,SOUTH,,BIRMINHAM,,United Kingdom,750,,3,,,,,,,
243,,,legacy_export.csv,legacy,NATHAN BRAMWELL,,,, NATHAN.BRAMWELL@EXAMPLEMAIL.CO.UK ,,INV1184,,28 March 2025,,INSTALLATION SUPPORT,,BASIC,,SOUTH,,MANCHESTER,,United Kingdom,350,,2,,,,,,,
244,,,legacy_export.csv,legacy,MATILDA WHITMORE,,,,matilda.whitmore@@examplemail.co.uk,,INV1185,,2025-02-21,,ON SITE SETUP,,BASIC,,CENTRAL OFFICE,,MCR,,United Kingdom,350,,2,,,,,,,
245,,,legacy_export.csv,legacy,ARTHUR MERCER,,,,arthur.mercer@@examplemail.co.uk,,INV1186,,2025-02-10,,OPERATIONAL CHECK,,STD,,NORTH,,BIRMINGHAM,,United Kingdom,700,,4,,,,,,,
246,,,legacy_export.csv,legacy,HUGO WINSLOW,,07570040006,,HUGO.WINSLOW@@EXAMPLEMAIL.CO.UK,,INV1187,,15-02-2025,,CUSTOMER CARE REVIEW,,STD,,CENTRAL,,BRISTOL ,,United Kingdom,0,,3,,,,,,,
247,,,legacy_export.csv,legacy,BEATRICE BRAMWELL,,,,beatrice.bramwell@examplemail.co,,INV1188,,16-03-2025,,CUSTOMER CARE REVIEW,,STD,,NORTH BRANCH,,BRISTOL CITY,,United Kingdom,275,,1,,,,,,,
248,,,legacy_export.csv,legacy,MATILDA AINSWORTH,,,, matilda.ainsworth@examplemail.co.uk ,,INV1189,,26 February 2025,,ON SITE SETUP,,STANDARD,,NORTH HQ,,MANCHESTER,,United Kingdom,175,,1,,,,,,,
249,,,legacy_export.csv,legacy,GEORGE LANGLEY,,00000000000,,unknown,,INV1190,,12 February 2025,,DEEP CLEANING PACKAGE,,P,,CENTRAL,,LEEDS,,United Kingdom,0,,3,,,,,,,
250,,,legacy_export.csv,legacy,SAMUEL ELLISON,,00000000000,,samuel.ellison@@examplemail.co.uk,,INV1191,,08/02/25,,CUSTOMER CARE REVIEW,,STD,,NORTH HQ,,BIRMINHAM,,United Kingdom,900,,4,,,,,,,
251,,,legacy_export.csv,legacy,ALFIE AINSWORTH,,00000000000,,alfie.ainsworth@examplemail.co.uk,,1192,,2025-04-02,,OPERATIONAL CHECK,,BASIC,,SOUTH,,MANCHESTER ,,United Kingdom,450,,2,,,,,,,
252,,,legacy_export.csv,legacy,EDWARD PRESCOTT,,,,EDWARD.PRESCOTT@EXAMPLEMAIL.CO.UK,,INV1193,,20-03-2025,,INVENTORY AUDIT,,BASIC,,CENTRAL BRANCH,,BRISTOL CITY,,United Kingdom,95,,1,,,,,,,
253,,,legacy_export.csv,legacy,EDWARD MARLOWE,,,,nil,,INV1194,,10 January 2025,,DEEP CLEANING PACKAGE,,P,,NORTH HQ,,BRISTOL,,United Kingdom,240,,2,,,,,,,
254,,,legacy_export.csv,legacy,FLORENCE CHADWICK,,00000000000,, FLORENCE.CHADWICK@EXAMPLEMAIL.CO.UK ,,INV1195,,06/02/25,,DEEP CLEANING PACKAGE,,P,,CENTRAL,,BRISTOL,,United Kingdom,285,,3,,,,,,,
255,,,legacy_export.csv,legacy,PHOEBE WINSLOW,,+44 7879 591 310,,phoebe.winslow@@examplemail.co.uk,,INV1196,,12 Mar 2025,,INSTALLATION SUPPORT,,STD,,NORTH HQ,,LEEDS,,United Kingdom,250,,1,,,,,,,
256,,,legacy_export.csv,legacy,DANIEL CHADWICK,,,,nil,,INV1197,,2025-03-18,,DEEP CLEANING PACKAGE,,PREM,,CENTRAL HUB,,BRISTOL,,United Kingdom,250,,1,,,,,,,
257,,,legacy_export.csv,legacy,GEORGE BLACKWELL,,,,unknown,,INV1198,,2025-01-22,,PREMIUM CONSULTATION,,PREMIUM,,SOUTH,,MANCHESTER,,United Kingdom,350,,2,,,,,,,
258,,,legacy_export.csv,legacy,PHOEBE WINSLOW,,00000000000,,unknown,,INV1199,,11-02-2025,,PRIORITY SERVICE CALL,,PREMIUM SERVICE,,NORTH,,LEEDZ,,United Kingdom,480,,4,,,,,,,
259,,,legacy_export.csv,legacy,IMOGEN KENSINGTON,,07624 232 414,,unknown,,1200,,09 Mar 2025,,STORE REFRESH,,PREMIUM,,CENTRAL,,MCR,,United Kingdom,0,,2,,,,,,,
260,,,legacy_export.csv,legacy,LOUIS PRITCHARD,,,,louis.pritchard@examplemail.co,,INV1201,,03 April 2025,,PREMIUM CONSULTATION,,PREM,,CENTRAL HUB,,BRISTOL CITY,,United Kingdom,0,,4,,,,,,,
261,,,legacy_export.csv,legacy,EDWARD HOLLIS,,,,edward.hollis@examplemail.co,,1202,,11 Mar 2025,,PRIORITY SERVICE CALL,,PREMIUM SERVICE,,NORTH BRANCH,,BRISTOL,,United Kingdom,0,,2,,,,,,,
262,,,legacy_export.csv,legacy,MAX WHITMORE,,00447604011128,,MAX.WHITMORE@EXAMPLEMAIL.CO,,INV1203,,02-04-2025,,STORE REFRESH,,P,,NORTH BRANCH,,LEEDS,,United Kingdom,175,,1,,,,,,,
263,,,legacy_export.csv,legacy,AMELIA DARLINGTON,,07812308209,,nil,,INV1204,,11-03-2025,,INSTALLATION SUPPORT,,STD,,CENTRAL OFFICE,,LEEDS,,United Kingdom,200,,1,,,,,,,
264,,,legacy_export.csv,legacy,THOMAS SINCLAIR,,,,unknown,,1205,,04/04/25,,INSTALLATION SUPPORT,,STANDARD,,NORTH BRANCH,,MANCHESTER,,United Kingdom,285,,3,,,,,,,
265,,,legacy_export.csv,legacy,ALICE LOWTHER,,00000000000,,ALICE.LOWTHER@@EXAMPLEMAIL.CO.UK,,INV1206,,28 Jan 2025,,INSTALLATION SUPPORT,,STD,,CENTRAL OFFICE,,LEEDS,,United Kingdom,450,,3,,,,,,,
266,,,legacy_export.csv,legacy,IVY BENNETT,,00000000000,,IVY.BENNETT@EXAMPLEMAIL.CO,,INV1207,,2025-03-23,,ON SITE SETUP,,STANDARD,,NORTH,,BRISTOL,,United Kingdom,600,,4,,,,,,,
267,,,legacy_export.csv,legacy,SEBASTIAN CHADWICK,,,,unknown,,INV1208,,2025-03-15,,PREMIUM CONSULTATION,,PREMIUM,,SOUTH OFFICE,,BRISTOL,,United Kingdom,250,,1,,,,,,,
268,,,legacy_export.csv,legacy,ELEANOR HUXLEY,,,,nil,,INV1209,,22-02-2025,,PREMIUM CONSULTATION,,P,,SOUTH BRANCH,,BRISTOL,,United Kingdom,285,,3,,,,,,,
269,,,legacy_export.csv,legacy,EVIE HUXLEY,,00000000000,,nil,,1210,,08-03-2025,,MAINTENANCE VISIT,,BASIC,,SOUTH,,BRISTOL,,United Kingdom,0,,3,,,,,,,
270,,,legacy_export.csv,legacy,AMELIA BRAMWELL,,,,nil,,INV1211,,2025-03-25,,INVENTORY AUDIT,,BASIC,,SOUTH OFFICE,,BRISTOL CITY,,United Kingdom,525,,3,,,,,,,
271,,,legacy_export.csv,legacy,HENRY TEMPLETON,,00000000000,, HENRY.TEMPLETON@EXAMPLEMAIL.CO.UK ,,1212,,13 February 2025,,PREMIUM CONSULTATION,,PREMIUM,,NORTH BRANCH,,BIRMINHAM,,United Kingdom,0,,2,,,,,,,
272,,,legacy_export.csv,legacy,MATILDA AINSWORTH,,07126226563,, MATILDA.AINSWORTH@EXAMPLEMAIL.CO.UK ,,INV1213,,23 Jan 2025,,CUSTOMER CARE REVIEW,,BASIC,,NORTH,,MANCHESTER,,United Kingdom,825,,3,,,,,,,
273,,,legacy_export.csv,legacy,ISLA ASHCROFT,,00000000000,,unknown,,INV1214,,23-01-2025,,MAINTENANCE VISIT,,STD,,SOUTH OFFICE,,LEEDS,,United Kingdom,500,,2,,,,,,,
274,,,legacy_export.csv,legacy,SAMUEL BLACKWELL,,00000000000,,samuel.blackwell@examplemail.co,,INV1215,,22-03-2025,,PRIORITY SERVICE CALL,,PREMIUM SERVICE,,CENTRAL HUB,,BRISTOL,,United Kingdom,-95,,1,,,,,,,
275,,,legacy_export.csv,legacy,ELEANOR REDFORD,,07637 500 247,,unknown,,INV1216,,21/03/25,,CUSTOMER CARE REVIEW,,STD,,NORTH BRANCH,,LEEDS,,United Kingdom,380,,4,,,,,,,
276,,,legacy_export.csv,legacy,ALFIE MARLOWE,,+44 7872 830 248,,alfie.marlowe@@examplemail.co.uk,,1217,,28 Feb 2025,,STORE REFRESH,,P,,SOUTH,,BIRMINGHAM,,United Kingdom,500,,2,,,,,,,
277,,,legacy_export.csv,legacy,EDWARD PRESCOTT,,00000000000,,nil,,1218,,13-02-2025,,INVENTORY AUDIT,,STD,,CENTRAL BRANCH,,BRISTOL CITY,,United Kingdom,600,,4,,,,,,,
278,,,legacy_export.csv,legacy,ROSIE COLLINS,,00000000000,,ROSIE.COLLINS@EXAMPLEMAIL.CO,,1219,,06-03-2025,,INVENTORY AUDIT,,STD,,NORTH,,LEEDS,,United Kingdom,0,,3,,,,,,,
279,,,legacy_export.csv,legacy,EDWARD MARLOWE,,07509760,,unknown,,1220,,11-02-2025,,CUSTOMER CARE REVIEW,,BASIC,,NORTH,,BRISTOL,,United Kingdom,550,,2,,,,,,,
280,,,legacy_export.csv,legacy,ISLA TEMPLETON,,00000000000,,isla.templeton@examplemail.co,,1221,,17/02/25,,INVENTORY AUDIT,,STD,,CENTRAL,,MANCHESTER ,,United Kingdom,0,,3,,,,,,,
281,,,legacy_export.csv,legacy,THOMAS SUTTON,,,,THOMAS.SUTTON@EXAMPLEMAIL.CO,,INV1222,,21 February 2025,,OPERATIONAL CHECK,,BASIC,,CENTRAL OFFICE,,BHAM,,United Kingdom,675,,3,,,,,,,
282,,,legacy_export.csv,legacy,SAMUEL WHITMORE,,00000000000,,SAMUEL.WHITMORE@EXAMPLEMAIL.CO.UK,,INV1223,,12/03/25,,ON SITE SETUP,,BASIC,,CENTRAL,,MCR,,United Kingdom,0,,4,,,,,,,
283,,,legacy_export.csv,legacy,ALFIE MARLOWE,,+44 7872 830 248,,unknown,,INV1224,,24/03/25,,OPERATIONAL CHECK,,BASIC,,SOUTH,,BHAM,,United Kingdom,800,,4,,,,,,,
284,,,legacy_export.csv,legacy,EVIE CHADWICK,,00447462388455,,EVIE.CHADWICK@EXAMPLEMAIL.CO.UK,,INV1225,,2025-01-24,,CUSTOMER CARE REVIEW,,STANDARD,,SOUTH OFFICE,,LEEDZ,,United Kingdom,190,,2,,,,,,,
285,,,legacy_export.csv,legacy,ZARA SUTTON,,00000000000,,nil,,1226,,07 March 2025,,ON SITE SETUP,,STD,,CENTRAL BRANCH,,BRISTOL ,,United Kingdom,0,,4,,,,,,,
286,,,legacy_export.csv,legacy,FREYA WHITMORE,,00000000000,,FREYA.WHITMORE@EXAMPLEMAIL.CO,,1227,,09 Feb 2025,,MAINTENANCE VISIT,,STD,,CENTRAL HUB,,BRISTOL ,,United Kingdom,1000,,4,,,,,,,
287,,,legacy_export.csv,legacy,HENRY TEMPLETON,,00000000000,,nil,,INV1228,,27/03/25,,OPERATIONAL CHECK,,STD,,NORTH,,BIRMINGHAM,,United Kingdom,380,,4,,,,,,,
288,,,legacy_export.csv,legacy,ISLA ASHCROFT,,00447682624278,,unknown,,1229,,27/03/25,,PRIORITY SERVICE CALL,,PREM,,SOUTH,,LEEDS,,United Kingdom,450,,2,,,,,,,
289,,,legacy_export.csv,legacy,BEATRICE HARRINGTON,,00000000000,,BEATRICE.HARRINGTON@EXAMPLEMAIL.CO.UK,,INV1230,,2025-01-15,,INSTALLATION SUPPORT,,STD,,SOUTH OFFICE,,LEEDS,,United Kingdom,0,,3,,,,,,,
290,,,legacy_export.csv,legacy,ISLA TEMPLETON,,,,isla.templeton@examplemail.co,,INV1231,,22/01/25,,DEEP CLEANING PACKAGE,,PREM,,CENTRAL HUB,,MANCHESTER,,United Kingdom,550,,2,,,,,,,
291,,,legacy_export.csv,legacy,IMOGEN KENSINGTON,,,,nil,,1232,,2025-03-10,,STORE REFRESH,,PREMIUM,,CENTRAL,,MANCHESTER ,,United Kingdom,285,,3,,,,,,,
292,,,legacy_export.csv,legacy,HARRY CHADWICK,,,,unknown,,1233,,16 Feb 2025,,PREMIUM CONSULTATION,,PREMIUM,,NORTH,,BRISTOL,,United Kingdom,150,,1,,,,,,,
293,,,legacy_export.csv,legacy,LUKE HOLLIS,,00000000000,,unknown,,INV1234,,2025-02-22,,MAINTENANCE VISIT,,STD,,CENTRAL,,MANCHESTER,,United Kingdom,0,,4,,,,,,,
294,,,legacy_export.csv,legacy,ALFIE CRAWFORD,,,,nil,,INV1235,,07 March 2025,,PREMIUM CONSULTATION,,PREMIUM SERVICE,,CENTRAL,,BRISTOL,,United Kingdom,0,,1,,,,,,,
295,,,legacy_export.csv,legacy,ISLA MARLOWE,,00000000000,, ISLA.MARLOWE@EXAMPLEMAIL.CO.UK ,,INV1236,,12 January 2025,,PREMIUM CONSULTATION,,PREMIUM,,CENTRAL,,MCR,,United Kingdom,350,,2,,,,,,,
296,,,legacy_export.csv,legacy,ALICE WAVERLEY,,00000000000,,ALICE.WAVERLEY@EXAMPLEMAIL.CO.UK,,1237,,21 Mar 2025,,INVENTORY AUDIT,,STD,,SOUTH,,LEEDS,,United Kingdom,0,,4,,,,,,,
297,,,legacy_export.csv,legacy,ELEANOR HUXLEY,,07702269164,,unknown,,1238,,31-03-2025,,STORE REFRESH,,PREM,,SOUTH,,BRISTOL CITY,,United Kingdom,0,,4,,,,,,,
298,,,legacy_export.csv,legacy,CLARA WHITMORE,,+44 7692 749 116,,clara.whitmore@@examplemail.co.uk,,1239,,04 February 2025,,INSTALLATION SUPPORT,,BASIC,,SOUTH OFFICE,,BIRMINGHAM,,United Kingdom,380,,4,,,,,,,
299,,,legacy_export.csv,legacy,AMELIA DARLINGTON,,07812308209,,nil,,INV1240,,14 Feb 2025,,ON SITE SETUP,,STD,,CENTRAL OFFICE,,LEEDS,,United Kingdom,450,,2,,,,,,,
300,,,legacy_export.csv,legacy,FLORENCE PRESCOTT,,00447630833445,,unknown,,INV1241,,2025-03-09,,ON SITE SETUP,,STANDARD,,CENTRAL HUB,,BRISTOL CITY,,United Kingdom,900,,4,,,,,,,
301,,,legacy_export.csv,legacy,ARTHUR HARRINGTON,,07862 123 506,,ARTHUR.HARRINGTON@EXAMPLEMAIL.CO.UK,,INV1242,,29 March 2025,,STORE REFRESH,,PREM,,CENTRAL OFFICE,,MCR,,United Kingdom,675,,3,,,,,,,
302,,,legacy_export.csv,legacy,FLORENCE SINCLAIR,,,, FLORENCE.SINCLAIR@EXAMPLEMAIL.CO.UK ,,1243,,01 February 2025,,INSTALLATION SUPPORT,,BASIC,,NORTH BRANCH,,BRISTOL,,United Kingdom,0,,2,,,,,,,
303,,,legacy_export.csv,legacy,ARTHUR MERCER,,00000000000,,ARTHUR.MERCER@@EXAMPLEMAIL.CO.UK,,1244,,18 Feb 2025,,ON SITE SETUP,,BASIC,,NORTH HQ,,BHAM,,United Kingdom,450,,3,,,,,,,
304,,,legacy_export.csv,legacy,SEBASTIAN SINCLAIR,,00000000000,,unknown,,1245,,04/03/25,,STORE REFRESH,,PREMIUM SERVICE,,NORTH HQ,,BIRMINGHAM,,United Kingdom,0,,4,,,,,,,
305,,,legacy_export.csv,legacy,ARTHUR STERLING,,00000000000,,arthur.sterling@examplemail.co.uk,,1246,,01-04-2025,,OPERATIONAL CHECK,,BASIC,,CENTRAL OFFICE,,MANCHESTER,,United Kingdom,550,,2,,,,,,,
306,,,legacy_export.csv,legacy,AMELIA FAIRCHILD,,00000000000,,AMELIA.FAIRCHILD@EXAMPLEMAIL.CO.UK,,1247,,02 Feb 2025,,INVENTORY AUDIT,,STD,,CENTRAL OFFICE,,MANCHESTER,,United Kingdom,225,,1,,,,,,,
307,,,legacy_export.csv,legacy,OLIVER SINCLAIR,,,,OLIVER.SINCLAIR@EXAMPLEMAIL.CO.UK,,INV1248,,27-01-2025,,OPERATIONAL CHECK,,STANDARD,,NORTH BRANCH,,MANCHESTER,,United Kingdom,1000,,4,,,,,,,
308,,,legacy_export.csv,legacy,LOUIS PRITCHARD,,00000000000,,unknown,,INV1249,,04-03-2025,,OPERATIONAL CHECK,,STANDARD,,CENTRAL,,BRISTOL CITY,,United Kingdom,0,,2,,,,,,,
309,,,legacy_export.csv,legacy,IVY BENNETT,,00000000000,,nil,,INV1250,,07 February 2025,,DEEP CLEANING PACKAGE,,PREM,,NORTH,,BRISTOL,,United Kingdom,0,,3,,,,,,,
310,,,legacy_export.csv,legacy,SAMUEL SINCLAIR,,00000000000,,SAMUEL.SINCLAIR@@EXAMPLEMAIL.CO.UK,,INV1251,,31/01/25,,MAINTENANCE VISIT,,STANDARD,,CENTRAL HUB,,MANCHESTER ,,United Kingdom,120,,1,,,,,,,
311,,,legacy_export.csv,legacy,HUGO ELLISON,,00000000000,,HUGO.ELLISON@EXAMPLEMAIL.CO.UK,,1252,,25 February 2025,,PRIORITY SERVICE CALL,,PREMIUM,,SOUTH,,BHAM,,United Kingdom,0,,4,,,,,,,
312,,,legacy_export.csv,legacy,FREYA PRESCOTT,,,,unknown,,INV1253,,03-04-2025,,PREMIUM CONSULTATION,,PREM,,SOUTH OFFICE,,BIRMINHAM,,United Kingdom,275,,1,,,,,,,
313,,,legacy_export.csv,legacy,MARTHA PRITCHARD,,,,nil,,INV1254,,21/01/25,,CUSTOMER CARE REVIEW,,STANDARD,,NORTH BRANCH,,MANCHESTER ,,United Kingdom,0,,2,,,,,,,
314,,,legacy_export.csv,legacy,IMOGEN BENNETT,,,,imogen.bennett@examplemail.co,,INV1255,,29 March 2025,,CUSTOMER CARE REVIEW,,STD,,NORTH BRANCH,,LEEDS,,United Kingdom,350,,2,,,,,,,
315,,,legacy_export.csv,legacy,MARTHA STERLING,,+44 7496 776 692,, MARTHA.STERLING@EXAMPLEMAIL.CO.UK ,,1256,,23/03/25,,DEEP CLEANING PACKAGE,,PREMIUM SERVICE,,NORTH,,MANCHESTER ,,United Kingdom,0,,2,,,,,,,
316,,,legacy_export.csv,legacy,ALFIE MARLOWE,,+44 7872 830 248,,ALFIE.MARLOWE@@EXAMPLEMAIL.CO.UK,,INV1257,,2025-03-24,,MAINTENANCE VISIT,,BASIC,,SOUTH OFFICE,,BHAM,,United Kingdom,500,,2,,,,,,,
317,,,legacy_export.csv,legacy,JACK SUTTON,,,, JACK.SUTTON@EXAMPLEMAIL.CO.UK ,,INV1258,,2025-04-03,,MAINTENANCE VISIT,,BASIC,,SOUTH,,BRISTOL CITY,,United Kingdom,300,,2,,,,,,,
318,,,legacy_export.csv,legacy,ZARA MARLOWE,,00000000000,,zara.marlowe@@examplemail.co.uk,,1259,,01/03/25,,ON SITE SETUP,,STANDARD,,NORTH,,BRISTOL,,United Kingdom,0,,3,,,,,,,
319,,,legacy_export.csv,legacy,EDWARD HOLLIS,,00000000000,,edward.hollis@examplemail.co,,INV1260,,19-01-2025,,OPERATIONAL CHECK,,BASIC,,NORTH BRANCH,,BRISTOL,,United Kingdom,675,,3,,,,,,,
320,,,legacy_export.csv,legacy,THEODORE STERLING,,,,unknown,,1261,,20-02-2025,,OPERATIONAL CHECK,,STD,,CENTRAL BRANCH,,LEEDS,,United Kingdom,0,,1,,,,,,,
321,,,legacy_export.csv,legacy,EVIE HUXLEY,,,,unknown,,INV1262,,2025-01-18,,CUSTOMER CARE REVIEW,,STD,,SOUTH OFFICE,,BRISTOL ,,United Kingdom,500,,2,,,,,,,
322,,,legacy_export.csv,legacy,AMELIA DARLINGTON,,07812308209,,unknown,,INV1263,,13 February 2025,,OPERATIONAL CHECK,,STD,,CENTRAL HUB,,LEEDS,,United Kingdom,450,,3,,,,,,,
323,,,legacy_export.csv,legacy,IVY BENNETT,,00000000000,,nil,,1264,,22 Feb 2025,,OPERATIONAL CHECK,,STD,,NORTH,,BRISTOL,,United Kingdom,275,,1,,,,,,,
324,,,legacy_export.csv,legacy,THEODORE AINSWORTH,,00000000000,,THEODORE.AINSWORTH@EXAMPLEMAIL.CO.UK,,INV1265,,30/01/25,,PREMIUM CONSULTATION,,PREMIUM,,NORTH BRANCH,,MANCHESTER,,United Kingdom,250,,1,,,,,,,
325,,,legacy_export.csv,legacy,FREYA SINCLAIR,,,,unknown,,1266,,03 April 2025,,INVENTORY AUDIT,,STD,,CENTRAL BRANCH,,MANCHESTER,,United Kingdom,360,,3,,,,,,,
326,,,legacy_export.csv,legacy,CLARA BENNETT,,00000000000,,nil,,INV1267,,11-02-2025,,CUSTOMER CARE REVIEW,,STD,,CENTRAL,,BIRMINGHAM,,United Kingdom,190,,2,,,,,,,
327,,,legacy_export.csv,legacy,IMOGEN WINSLOW,,00000000000,,IMOGEN.WINSLOW@@EXAMPLEMAIL.CO.UK,,INV1268,,08/02/25,,MAINTENANCE VISIT,,BASIC,,NORTH HQ,,BRISTOL ,,United Kingdom,95,,1,,,,,,,
328,,,legacy_export.csv,legacy,AMELIA DARLINGTON,,,, amelia.darlington@examplemail.co.uk ,,INV1269,,2025-01-19,,OPERATIONAL CHECK,,STD,,CENTRAL BRANCH,,LEEDS ,,United Kingdom,380,,4,,,,,,,
329,,,legacy_export.csv,legacy,OLIVER SINCLAIR,,07642621,,OLIVER.SINCLAIR@EXAMPLEMAIL.CO.UK,,INV1270,,25/01/25,,CUSTOMER CARE REVIEW,,BASIC,,NORTH,,MANCHESTER,,United Kingdom,0,,4,,,,,,,
330,,,legacy_export.csv,legacy,THEODORE BENNETT,,00000000000,,nil,,INV1271,,21 Jan 2025,,STORE REFRESH,,PREMIUM SERVICE,,NORTH,,LEEDZ,,United Kingdom,675,,3,,,,,,,
331,,,legacy_export.csv,legacy,DANIEL COLLINS,,,,nil,,INV1272,,27 Feb 2025,,INVENTORY AUDIT,,STD,,NORTH BRANCH,,BRISTOL,,United Kingdom,0,,1,,,,,,,
332,,,legacy_export.csv,legacy,OSCAR REDFORD,,00000000000,,unknown,,INV1273,,07-03-2025,,INVENTORY AUDIT,,STD,,CENTRAL OFFICE,,MANCHESTER,,United Kingdom,500,,2,,,,,,,
333,,,legacy_export.csv,legacy,PHOEBE HUXLEY,,00447396618390,,PHOEBE.HUXLEY@EXAMPLEMAIL.CO.UK,,1274,,2025-02-06,,OPERATIONAL CHECK,,STD,,NORTH BRANCH,,BIRMINGHAM,,United Kingdom,240,,2,,,,,,,
334,,,legacy_export.csv,legacy,IMOGEN BENNETT,,00447768548027,,nil,,INV1275,,23/02/25,,STORE REFRESH,,PREMIUM,,NORTH BRANCH,,LEEDS,,United Kingdom,350,,2,,,,,,,
335,,,legacy_export.csv,legacy,HARRY BLACKWELL,,07216396,,harry.blackwell@examplemail.co,,INV1276,,2025-02-10,,PREMIUM CONSULTATION,,PREM,,SOUTH OFFICE,,BIRMINGHAM,,United Kingdom,200,,1,,,,,,,
336,,,legacy_export.csv,legacy,MARTHA STERLING,,00000000000,,nil,,INV1277,,28 Mar 2025,,PRIORITY SERVICE CALL,,PREMIUM SERVICE,,NORTH HQ,,MANCHESTER,,United Kingdom,0,,4,,,,,,,
337,,,legacy_export.csv,legacy,THOMAS SINCLAIR,,07463527,,unknown,,INV1278,,09 Feb 2025,,DEEP CLEANING PACKAGE,,PREMIUM SERVICE,,SOUTH,,LEEDS,,United Kingdom,175,,1,,,,,,,
338,,,legacy_export.csv,legacy,MAX WHITMORE,,00447604011128,,max.whitmore@examplemail.co,,INV1279,,2025-01-19,,INSTALLATION SUPPORT,,STANDARD,,NORTH,,LEEDS,,United Kingdom,675,,3,,,,,,,
339,,,legacy_export.csv,legacy,THEODORE DARLINGTON,,07678 998 028,,theodore.darlington@@examplemail.co.uk,,INV1280,,23-03-2025,,STORE REFRESH,,PREMIUM SERVICE,,SOUTH,,MANCHESTER,,United Kingdom,0,,2,,,,,,,
340,,,legacy_export.csv,legacy,HENRY TEMPLETON,,,, HENRY.TEMPLETON@EXAMPLEMAIL.CO.UK ,,1281,,26 Mar 2025,,DEEP CLEANING PACKAGE,,PREM,,NORTH HQ,,BIRMINGHAM,,United Kingdom,525,,3,,,,,,,
341,,,legacy_export.csv,legacy,LEO FLETCHER,,,,unknown,,1282,,01 Mar 2025,,DEEP CLEANING PACKAGE,,PREM,,SOUTH,,LEEDS,,United Kingdom,1000,,4,,,,,,,
342,,,legacy_export.csv,legacy,POPPY TEMPLETON,,,,nil,,1283,,20 Jan 2025,,STORE REFRESH,,P,,NORTH HQ,,LEEDS,,United Kingdom,0,,3,,,,,,,
343,,,legacy_export.csv,legacy,JACK FAIRCHILD,,00000000000,,unknown,,INV1284,,2025-03-16,,PREMIUM CONSULTATION,,P,,SOUTH,,MANCHESTER ,,United Kingdom,750,,3,,,,,,,
344,,,legacy_export.csv,legacy,IMOGEN BENNETT,,00000000000,,nil,,1285,,18 February 2025,,PREMIUM CONSULTATION,,P,,NORTH,,LEEDS,,United Kingdom,0,,1,,,,,,,
345,,,legacy_export.csv,legacy,ELEANOR REDFORD,,00000000000,,unknown,,INV1286,,24 Jan 2025,,STORE REFRESH,,PREM,,NORTH,,LEEDS ,,United Kingdom,0,,3,,,,,,,
346,,,legacy_export.csv,legacy,ARTHUR MERCER,,00000000000,,unknown,,INV1287,,27 January 2025,,DEEP CLEANING PACKAGE,,PREMIUM,,NORTH BRANCH,,BIRMINGHAM,,United Kingdom,900,,4,,,,,,,
347,,,legacy_export.csv,legacy,IVY MARLOWE,,07918 982 730,, IVY.MARLOWE@EXAMPLEMAIL.CO.UK ,,INV1288,,12 Feb 2025,,PRIORITY SERVICE CALL,,P,,NORTH BRANCH,,BHAM,,United Kingdom,400,,2,,,,,,,
348,,,legacy_export.csv,legacy,ARTHUR MERCER,,00000000000,,arthur.mercer@@examplemail.co.uk,,1289,,21 Feb 2025,,DEEP CLEANING PACKAGE,,PREMIUM,,NORTH,,BHAM,,United Kingdom,0,,1,,,,,,,
349,,,legacy_export.csv,legacy,ELEANOR ELLISON,,00000000000,,unknown,,INV1290,,2025-03-14,,PREMIUM CONSULTATION,,PREM,,SOUTH OFFICE,,BRISTOL,,United Kingdom,275,,1,,,,,,,
350,,,legacy_export.csv,legacy,THEODORE FLETCHER,,00000000000,,theodore.fletcher@examplemail.co.uk,,1291,,26/02/25,,INVENTORY AUDIT,,BASIC,,CENTRAL HUB,,BRISTOL,,United Kingdom,120,,1,,,,,,,
351,,,legacy_export.csv,legacy,THEODORE BENNETT,,07927 982 963,,unknown,,INV1292,,10 January 2025,,PRIORITY SERVICE CALL,,PREMIUM,,NORTH BRANCH,,LEEDS,,United Kingdom,-190,,2,,,,,,,
352,,,legacy_export.csv,legacy,LEO HOLLIS,,00000000000,,nil,,1293,,28/02/25,,CUSTOMER CARE REVIEW,,STANDARD,,CENTRAL OFFICE,,LEEDS ,,United Kingdom,250,,1,,,,,,,
353,,,legacy_export.csv,legacy,PHOEBE HOLLIS,,00000000000,,unknown,,1294,,10 Feb 2025,,CUSTOMER CARE REVIEW,,STD,,SOUTH,,BHAM,,United Kingdom,360,,3,,,,,,,
