source_row_number,record_id,customer_id,source_file,source_type,customer_name_raw,customer_name_clean,phone_raw,phone_clean,email_raw,email_clean,invoice_no_raw,invoice_no_clean,transaction_date_raw,transaction_date_clean,service_or_product_raw,service_or_product_clean,category_raw,category_clean,branch_raw,branch_clean,city_raw,city_clean,country,amount_raw,amount_clean,quantity,duplicate_flag,missing_field_flag,contact_valid_flag,date_valid_flag,amount_valid_flag,validation_status,review_notes
147,REC-00147,CUST-1031,branch_south.csv,branch,Poppy Mercer,Poppy Mercer,00000000000,,poppy.mercer@@examplemail.co.uk,poppy.mercer@examplemail.co.uk,,,23 February 2025,2025-02-23,priority service call,Priority Service Call,premium service,Premium,south office,South Branch,Mcr,Manchester,United Kingdom,"500,00",500.0,20.0,,,,,,,
148,REC-00148,CUST-1053,branch_south.csv,branch,Alfie Fletcher,Alfie Fletcher,07612957813,07612957813,alfie.fletcher@examplemail.co.uk,alfie.fletcher@examplemail.co.uk,,,25/01/25,2025-01-25,Deep Cleaning Package,Deep Cleaning,prem,Premium,NORTH BRANCH,North Branch,leeds,Leeds,United Kingdom,"450,00",450.0,30.0,,,,,,,
149,REC-00149,CUST-1086,branch_south.csv,branch,Imogen Hollis,Imogen Hollis,07530613729,07530613729,imogen.hollis@examplemail.co.uk,imogen.hollis@examplemail.co.uk,,,07 Feb 2025,2025-02-07,CCR,Ccr,Basic,Standard,South Branch,South Branch,Mcr,Manchester,United Kingdom,"200,00",200.0,10.0,,,,,,,
150,REC-00150,CUST-1087,branch_south.csv,branch,samuel ellison,Samuel Ellison,07592080,07925942935,samuel.ellison@@examplemail.co.uk,samuel.ellison@examplemail.co.uk,inv 1111,INV-1111,2025-02-14,2025-02-14,Priority Service Call,Priority Service Call,premium service,Premium,north,North Branch,BIRMINGHAM,Birmingham,United Kingdom,£150,150.0,10.0,,,,,,,phone updated from contact_updates
151,REC-00151,CUST-1088,branch_south.csv,branch,George Chadwick,George Chadwick,00447409268943,07409268943,george.chadwick@examplemail.co,george.chadwick@examplemail.co.uk,INV1112,INV-1112,29/01/25,2025-01-29,installation support,Installation Support,STD,Standard,South,South Branch,MANCHESTER,Manchester,United Kingdom,,,10.0,,,,,,,
152,REC-00152,CUST-1067,branch_south.csv,branch,LUKE WINSLOW,Luke Winslow,00000000000,,luke.winslow@examplemail.co.uk,luke.winslow@examplemail.co.uk,inv-1113,INV-1113,02/04/25,2025-04-02,Deep Cleaning Package,Deep Cleaning,P,Premium,Central,Central Branch,Birmingham,Birmingham,United Kingdom,"500,00",500.0,20.0,,,,,,,
153,REC-00153,CUST-1000,branch_south.csv,branch,Phoebe Winslow,Phoebe Winslow,+44 7879 591 310,07879591310,phoebe.winslow@@examplemail.co.uk,phoebe.winslow@examplemail.co.uk,inv-1114,INV-1114,14 March 2025,2025-03-14,DC,Deep Cleaning,premium service,Premium,NORTH BRANCH,North Branch,Leeds,Leeds,United Kingdom,,,30.0,,,,,,,
154,REC-00154,CUST-1089,branch_south.csv,branch,Leo Sterling,Leo Sterling,00000000000,,leo.sterling@examplemail.co.uk,leo.sterling@examplemail.co.uk,INV1115,INV-1115,17/02/25,2025-02-17,store refresh,Store Refresh,P,Premium,NORTH BRANCH,North Branch,Leedz,Leeds,United Kingdom,"150,00",150.0,10.0,,,,,,,
155,REC-00155,CUST-1001,branch_south.csv,branch,THEODORE MARLOWE,Theodore Marlowe,00447599154414,07599154414,theodore.marlowe@@examplemail.co.uk,theodore.marlowe@examplemail.co.uk,,,12-03-2025,2025-03-12,Refresh,Refresh,Premium,Premium,Central,Central Branch,bristol,Bristol,United Kingdom,"450,00",450.0,30.0,,,,,,,
156,REC-00156,CUST-1043,branch_south.csv,branch,PHOEBE DARLINGTON,Phoebe Darlington,07200 273 738,07200273738,PHOEBE.DARLINGTON@EXAMPLEMAIL.CO.UK,phoebe.darlington@examplemail.co.uk,,,2025-02-23,2025-02-23,customer care review,Customer Care Review,Basic,Standard,Central Hub,Central Branch,leeds,Leeds,United Kingdom,,,30.0,,,,,,,
157,REC-00157,CUST-1090,branch_south.csv,branch,MATILDA AINSWORTH,Matilda Ainsworth,07126226563,07126226563,matilda.ainsworth@examplemail.co.uk,matilda.ainsworth@examplemail.co.uk,INV 1118,INV-1118,10-03-2025,2025-03-10,Setup,Setup,STD,Standard,NORTH HQ,North Branch,manchester,Manchester,United Kingdom,,,40.0,,,,,,,
158,REC-00158,CUST-1035,branch_south.csv,branch,SAMUEL BRAMWELL,Samuel Bramwell,00000000000,,samuel.bramwell@examplemail.co.uk,samuel.bramwell@examplemail.co.uk,INV-1119,INV-1119,2025-01-16,2025-01-16,premium consultation,Premium Consultation,Premium,Premium,Central Hub,Central Branch,BIRMINGHAM,Birmingham,United Kingdom,,,40.0,,,,,,,
159,REC-00159,CUST-1037,branch_south.csv,branch,George Sutton,George Sutton,07200 140 141,07200140141,george.sutton@examplemail.co.uk,george.sutton@examplemail.co.uk,inv-1120,INV-1120,24 March 2025,2025-03-24,Customer Care Review,Customer Care Review,STD,Standard,central office,Central Branch,BIRMINGHAM,Birmingham,United Kingdom,£550,550.0,20.0,,,,,,,
160,REC-00160,CUST-1066,branch_south.csv,branch,Eliza Ainsworth,Eliza Ainsworth,07932894,07885675101,eliza.ainsworth@examplemail.co,eliza.ainsworth@examplemail.co.uk,inv-1121,INV-1121,14-03-2025,2025-03-14,Operational Check,Operational Check,Std,Standard,central office,Central Branch,Mcr,Manchester,United Kingdom,,,10.0,,,,,,,phone updated from contact_updates
161,REC-00161,CUST-1091,branch_south.csv,branch,Evie Chadwick,Evie Chadwick,00447462388455,07462388455,EVIE.CHADWICK@EXAMPLEMAIL.CO.UK,evie.chadwick@examplemail.co.uk,INV 1122,INV-1122,2025-03-09,2025-09-03,Priority Service Call,Priority Service Call,P,Premium,South Branch,South Branch,Leeds,Leeds,United Kingdom,,,30.0,,,,,,,
162,REC-00162,CUST-1078,branch_south.csv,branch,Eleanor Redford,Eleanor Redford,00000000000,,eleanor.redford@@examplemail.co.uk,eleanor.redford@examplemail.co.uk,INV-1123,INV-1123,14-03-2025,2025-03-14,maintenance visit,Maintenance Visit,STD,Standard,south,South Branch,LEEDS,Leeds,United Kingdom,,,30.0,,,,,,,
163,REC-00163,CUST-1092,branch_south.csv,branch,Isla Templeton,Isla Templeton,00000000000,,isla.templeton@examplemail.co,isla.templeton@examplemail.co.uk,,,27 Jan 2025,2025-01-27,Store Refresh,Store Refresh,Premium,Premium,Central,Central Branch,manchester,Manchester,United Kingdom,900,900.0,40.0,,,,,,,
164,REC-00164,CUST-1075,branch_south.csv,branch,ISLA MARLOWE,Isla Marlowe,00000000000,,isla.marlowe@examplemail.co.uk,isla.marlowe@examplemail.co.uk,INV-1125,INV-1125,16-01-2025,2025-01-16,store refresh,Store Refresh,Premium,Premium,central office,Central Office,manchester,Manchester,United Kingdom,600.00,600.0,30.0,,,,,,,
165,REC-00165,CUST-1023,branch_south.csv,branch,Henry Templeton,Henry Templeton,00000000000,,henry.templeton@examplemail.co.uk,henry.templeton@examplemail.co.uk,,,15 March 2025,2025-03-15,Store Refresh,Store Refresh,P,Premium,North,North Branch,Bham,Birmingham,United Kingdom,"150,00",150.0,10.0,,,,,,,
166,REC-00166,CUST-1029,branch_south.csv,branch,Florence Collins,Florence Collins,07679153,,florence.collins@examplemail.co.uk,florence.collins@examplemail.co.uk,,,2025-02-26,2025-02-26,Refresh,Refresh,Premium,Premium,south office,South Branch,MANCHESTER,Manchester,United Kingdom,,,20.0,,,,,,,
167,REC-00167,CUST-1064,branch_south.csv,branch,SAMUEL WHITMORE,Samuel Whitmore,00000000000,,SAMUEL.WHITMORE@EXAMPLEMAIL.CO.UK,samuel.whitmore@examplemail.co.uk,,,02 Mar 2025,2025-03-02,Priority Call,Priority Call,prem,Premium,central office,Central Branch,MANCHESTER,Manchester,United Kingdom,"95,00",95.0,10.0,,,,,,,
168,REC-00168,CUST-1093,branch_south.csv,branch,Freya Whitmore,Freya Whitmore,00447480424119,07480424119,freya.whitmore@examplemail.co,freya.whitmore@examplemail.co.uk,inv-1129,INV-1129,11 March 2025,2025-03-11,customer care review,Customer Care Review,Std,Standard,Central Hub,Central Branch,BRISTOL,Bristol,United Kingdom,300.00,300.0,20.0,,,,,,,
169,REC-00169,CUST-1002,branch_south.csv,branch,Florence Prescott,Florence Prescott,00447630833445,07630833445,florence.prescott@examplemail.co.uk,florence.prescott@examplemail.co.uk,,,19 Feb 2025,2025-02-19,installation support,Installation Support,Std,Standard,Central Hub,Central Branch,Bristol,Bristol,United Kingdom,675.00,675.0,30.0,,,,,,,
170,REC-00170,CUST-1054,branch_south.csv,branch,Hugo Hollis,Hugo Hollis,07262 915 636,07262915636,hugo.hollis@@examplemail.co.uk,hugo.hollis@examplemail.co.uk,INV 1131,INV-1131,19 Mar 2025,2025-03-19,Priority Call,Priority Call,Premium,Premium,NORTH BRANCH,North Branch,Bham,Birmingham,United Kingdom,"380,00",380.0,40.0,,,,,,,
171,REC-00171,CUST-1094,branch_south.csv,branch,ivy langley,Ivy Langley,+44 7477 698 143,07477698143,ivy.langley@examplemail.co,ivy.langley@examplemail.co.uk,,,24 Jan 2025,2025-01-24,Customer Care Review,Customer Care Review,Standard,Standard,south,South Branch,Birmingham,Birmingham,United Kingdom,275.00,275.0,10.0,,,,,,,
172,REC-00172,CUST-1019,branch_south.csv,branch,MARTHA PRITCHARD,Martha Pritchard,00000000000,,martha.pritchard@examplemail.co.uk,martha.pritchard@examplemail.co.uk,,,2025-03-24,2025-03-24,Installation Support,Installation Support,Standard,Standard,NORTH HQ,North Branch,MANCHESTER,Manchester,United Kingdom,600,600.0,40.0,,,,,,,
173,REC-00173,CUST-1095,branch_south.csv,branch,rosie darlington,Rosie Darlington,07357 553 274,07357553274,rosie.darlington@@examplemail.co.uk,rosie.darlington@examplemail.co.uk,inv-1134,INV-1134,27/02/25,2025-02-27,Installation Support,Installation Support,Basic,Standard,North,North Branch,MANCHESTER,Manchester,United Kingdom,,,10.0,,,,,,,
174,REC-00174,CUST-1014,branch_south.csv,branch,Nathan Sinclair,Nathan Sinclair,07379 995 032,07379995032,NATHAN.SINCLAIR@EXAMPLEMAIL.CO.UK,nathan.sinclair@examplemail.co.uk,,,07 March 2025,2025-03-07,Deep Cleaning Package,Deep Cleaning,Premium,Premium,SOUTH,South Branch,Leeds,Leeds,United Kingdom,£500,500.0,20.0,,,,,,,
175,REC-00175,CUST-1012,branch_south.csv,branch,SEBASTIAN CHADWICK,Sebastian Chadwick,07214 518 079,07214518079,sebastian.chadwick@examplemail.co,sebastian.chadwick@examplemail.co.uk,,,2025-03-03,2025-03-03,On Site Setup,On Site Setup,STD,Standard,south,South Branch,bristol,Bristol,United Kingdom,"150,00",150.0,10.0,,,,,,,
176,REC-00176,CUST-1065,branch_south.csv,branch,Alice Waverley,Alice Waverley,00447731924051,07731924051,ALICE.WAVERLEY@EXAMPLEMAIL.CO.UK,alice.waverley@examplemail.co.uk,,,22-03-2025,2025-03-22,On Site Setup,On Site Setup,STD,Standard,south office,South Branch,LEEDS,Leeds,United Kingdom,,,40.0,,,,,,,
177,REC-00177,CUST-1049,branch_south.csv,branch,jack bennett,Jack Bennett,+44 7903 132 646,07903132646,jack.bennett@examplemail.co.uk,jack.bennett@examplemail.co.uk,,,19 Mar 2025,2025-03-19,operational check,Operational Check,Basic,Standard,Central Hub,Central Branch,birminham,Birmingham,United Kingdom,,,30.0,,,,,,,
178,REC-00178,CUST-1061,branch_south.csv,branch,Oscar Winslow,Oscar Winslow,00000000000,,OSCAR.WINSLOW@EXAMPLEMAIL.CO.UK,oscar.winslow@examplemail.co.uk,,,14/02/25,2025-02-14,Setup,Setup,Standard,Standard,SOUTH,South Branch,MANCHESTER,Manchester,United Kingdom,400,400.0,20.0,,,,,,,
179,REC-00179,CUST-1096,branch_south.csv,branch,amelia fairchild,Amelia Fairchild,00447491079829,07491079829,amelia.fairchild@examplemail.co.uk,amelia.fairchild@examplemail.co.uk,inv-1140,INV-1140,13 Mar 2025,2025-03-13,On Site Setup,On Site Setup,Std,Standard,central office,Central Office,Manchester,Manchester,United Kingdom,,,30.0,,,,,,,
180,REC-00180,CUST-1096,branch_south.csv,branch,amelia fairchild,Amelia Fairchild,00447491079829,07491079829,amelia.fairchild@examplemail.co.uk,amelia.fairchild@examplemail.co.uk,INV1141,INV-1141,2025-03-24,2025-03-24,premium consultation,Premium Consultation,P,Premium,Central,Central Branch,MANCHESTER,Manchester,United Kingdom,"900,00",900.0,40.0,,,,,,,
181,REC-00181,CUST-1017,branch_south.csv,branch,george langley,George Langley,07959629660,07959629660,george.langley@examplemail.co.uk,george.langley@examplemail.co.uk,1142,INV-1142,15-01-2025,2025-01-15,Maint Visit,Maintenance Visit,Standard,Standard,CENTRAL BRANCH,Central Branch,Leeds,Leeds,United Kingdom,£825,825.0,30.0,,,,,,,
182,REC-00182,CUST-1011,branch_south.csv,branch,clara bennett,Clara Bennett,00000000000,,CLARA.BENNETT@EXAMPLEMAIL.CO.UK,clara.bennett@examplemail.co.uk,,,12-03-2025,2025-03-12,Maintenance Visit,Maintenance Visit,STD,Standard,Central,Central Branch,Birmingham,Birmingham,United Kingdom,"600,00",600.0,30.0,,,,,,,
183,REC-00183,CUST-1093,branch_south.csv,branch,Freya Whitmore,Freya Whitmore,00447480424119,07480424119,freya.whitmore@examplemail.co,freya.whitmore@examplemail.co.uk,,,29 March 2025,2025-03-29,Prem Consult,Prem Consult,prem,Premium,central office,Central Office,Bristol,Bristol,United Kingdom,"190,00",190.0,20.0,,,,,,,
184,REC-00184,CUST-1097,branch_south.csv,branch,Luke Ashcroft,Luke Ashcroft,07282 518 553,07282518553,luke.ashcroft@examplemail.co.uk,luke.ashcroft@examplemail.co.uk,INV1145,INV-1145,2025-02-07,2025-07-02,priority service call,Priority Service Call,P,Premium,Central Hub,Central Branch,Mcr,Manchester,United Kingdom,"250,00",250.0,10.0,,,,,,,
185,REC-00185,CUST-1098,branch_south.csv,branch,Thomas Sutton,Thomas Sutton,07906341966,07906341966,thomas.sutton@examplemail.co,thomas.sutton@examplemail.co.uk,INV 1146,INV-1146,22-01-2025,2025-01-22,Op Check,Op Check,Basic,Standard,central office,Central Office,Bham,Birmingham,United Kingdom,"500,00",500.0,20.0,,,,,,,
186,REC-00186,CUST-1011,branch_south.csv,branch,Clara Bennett,Clara Bennett,00000000000,,CLARA.BENNETT@EXAMPLEMAIL.CO.UK,clara.bennett@examplemail.co.uk,inv-1147,INV-1147,2025-03-12,2025-12-03,Operational Check,Operational Check,Std,Standard,Central,Central Branch,Birmingham,Birmingham,United Kingdom,"600,00",600.0,30.0,,,,,,,
187,REC-00187,CUST-1048,branch_south.csv,branch,Thomas Sinclair,Thomas Sinclair,07463527,,thomas.sinclair@examplemail.co,thomas.sinclair@examplemail.co.uk,,,21 Jan 2025,2025-01-21,Deep Cleaning Package,Deep Cleaning,P,Premium,SOUTH,South Branch,Leeds,Leeds,United Kingdom,"150,00",150.0,10.0,,,,,,,
188,REC-00188,CUST-1027,branch_south.csv,branch,Eleanor Pritchard,Eleanor Pritchard,07434961,,eleanor.pritchard@examplemail.co,eleanor.pritchard@examplemail.co.uk,INV1149,INV-1149,14-01-2025,2025-01-14,Inventory Audit,Inventory Audit,STD,Standard,north,North Branch,birminham,Birmingham,United Kingdom,£400,400.0,20.0,,,,,,,
189,REC-00189,CUST-1009,branch_south.csv,branch,Poppy Sinclair,Poppy Sinclair,+44 7508 157 429,07508157429,poppy.sinclair@examplemail.co,poppy.sinclair@examplemail.co.uk,inv-1150,INV-1150,17 Feb 2025,2025-02-17,Deep Cleaning Package,Deep Cleaning,P,Premium,NORTH HQ,North Branch,birminham,Birmingham,United Kingdom,"600,00",600.0,30.0,,,,,,,
190,REC-00190,CUST-1025,branch_south.csv,branch,Theodore Sterling,Theodore Sterling,07696776072,07696776072,theodore.sterling@@examplemail.co.uk,theodore.sterling@examplemail.co.uk,inv-1151,INV-1151,18 March 2025,2025-03-18,Priority Call,Priority Call,P,Premium,Central Hub,Central Branch,leeds,Leeds,United Kingdom,"800,00",800.0,40.0,,,,,,,
191,REC-00191,CUST-1061,branch_south.csv,branch,Oscar Winslow,Oscar Winslow,00000000000,,OSCAR.WINSLOW@EXAMPLEMAIL.CO.UK,oscar.winslow@examplemail.co.uk,,,2025-02-21,2025-02-21,Premium Consultation,Premium Consultation,P,Premium,SOUTH,South Branch,MANCHESTER,Manchester,United Kingdom,£450,450.0,30.0,,,,,,,
192,REC-00192,CUST-1005,branch_south.csv,branch,Daniel Chadwick,Daniel Chadwick,00447336696312,07336696312,daniel.chadwick@@examplemail.co.uk,daniel.chadwick@examplemail.co.uk,,,16 Feb 2025,2025-02-16,Customer Care Review,Customer Care Review,Standard,Standard,CENTRAL BRANCH,Central Branch,Bristol City,Bristol,United Kingdom,,,20.0,,,,,,,
193,REC-00193,CUST-1099,branch_south.csv,branch,Martha Kensington,Martha Kensington,07174041,07960892562,MARTHA.KENSINGTON@EXAMPLEMAIL.CO.UK,martha.kensington@examplemail.co.uk,INV1154,INV-1154,2025-02-20,2025-02-20,Priority Service Call,Priority Service Call,premium service,Premium,South Branch,South Branch,Leedz,Leeds,United Kingdom,,,10.0,,,,,,,phone updated from contact_updates
194,REC-00194,CUST-1093,branch_south.csv,branch,Freya Whitmore,Freya Whitmore,00447480424119,07480424119,freya.whitmore@examplemail.co,freya.whitmore@examplemail.co.uk,1155,INV-1155,20/02/25,2025-02-20,operational check,Operational Check,Std,Standard,CENTRAL BRANCH,Central Branch,BRISTOL,Bristol,United Kingdom,750,750.0,30.0,,,,,,,
195,REC-00195,CUST-1069,branch_south.csv,branch,isla sterling,Isla Sterling,07685823118,07685823118,ISLA.STERLING@EXAMPLEMAIL.CO.UK,isla.sterling@examplemail.co.uk,1156,INV-1156,13 February 2025,2025-02-13,operational check,Operational Check,STD,Standard,central office,Central Office,manchester,Manchester,United Kingdom,"200,00",200.0,10.0,,,,,,,
196,REC-00196,CUST-1011,branch_south.csv,branch,Clara Bennett,Clara Bennett,00000000000,,CLARA.BENNETT@EXAMPLEMAIL.CO.UK,clara.bennett@examplemail.co.uk,INV1157,INV-1157,09-02-2025,2025-02-09,Customer Care Review,Customer Care Review,STD,Standard,Central,Central Branch,Birmingham,Birmingham,United Kingdom,800.00,800.0,40.0,,,,,,,
197,REC-00197,CUST-1037,branch_south.csv,branch,GEORGE SUTTON,George Sutton,07200 140 141,07200140141,george.sutton@examplemail.co.uk,george.sutton@examplemail.co.uk,INV1158,INV-1158,2025-03-15,2025-03-15,store refresh,Store Refresh,prem,Premium,central office,Central Branch,BIRMINGHAM,Birmingham,United Kingdom,,,30.0,,,,,,,
198,REC-00198,CUST-1021,branch_south.csv,branch,Phoebe Huxley,Phoebe Huxley,00447396618390,07396618390,PHOEBE.HUXLEY@EXAMPLEMAIL.CO.UK,phoebe.huxley@examplemail.co.uk,INV1159,INV-1159,2025-02-07,2025-07-02,on site setup,On Site Setup,STD,Standard,North,North Branch,birminham,Birmingham,United Kingdom,,,20.0,,,,,,,
199,REC-00199,CUST-1080,branch_south.csv,branch,Phoebe Prescott,Phoebe Prescott,00447996278008,07996278008,phoebe.prescott@examplemail.co,phoebe.prescott@examplemail.co.uk,,,2025-03-04,2025-04-03,Customer Care Review,Customer Care Review,Standard,Standard,south office,South Branch,bristol,Bristol,United Kingdom,,,20.0,,,,,,,
200,REC-00200,CUST-1100,branch_south.csv,branch,Samuel Sterling,Samuel Sterling,00447179308612,07179308612,SAMUEL.STERLING@EXAMPLEMAIL.CO.UK,samuel.sterling@examplemail.co.uk,INV1161,INV-1161,20 January 2025,2025-01-20,Installation Support,Installation Support,STD,Standard,South,South Branch,manchester,Manchester,United Kingdom,"360,00",360.0,30.0,,,,,,,
201,REC-00201,CUST-1050,branch_south.csv,branch,Ivy Bennett,Ivy Bennett,00000000000,,ivy.bennett@examplemail.co,ivy.bennett@examplemail.co.uk,,,2025-01-17,2025-01-17,premium consultation,Premium Consultation,premium service,Premium,North Branch,North Branch,BRISTOL,Bristol,United Kingdom,300,300.0,20.0,,,,,,,
202,REC-00202,CUST-1002,branch_south.csv,branch,florence prescott,Florence Prescott,00447630833445,07630833445,florence.prescott@examplemail.co.uk,florence.prescott@examplemail.co.uk,1163,INV-1163,2025-03-07,2025-07-03,Priority Service Call,Priority Service Call,Premium,Premium,central office,Central Office,Bristol City,Bristol,United Kingdom,,,40.0,,,,,,,
203,REC-00203,CUST-1047,branch_south.csv,branch,SEBASTIAN SINCLAIR,Sebastian Sinclair,00447699226355,07699226355,sebastian.sinclair@@examplemail.co.uk,sebastian.sinclair@examplemail.co.uk,,,17/01/25,2025-01-17,Op Check,Op Check,Basic,Standard,NORTH BRANCH,North Branch,BIRMINGHAM,Birmingham,United Kingdom,"1100,00",1100.0,40.0,,,,,,,
204,REC-00204,CUST-1050,branch_south.csv,branch,Ivy Bennett,Ivy Bennett,00000000000,,ivy.bennett@examplemail.co,ivy.bennett@examplemail.co.uk,,,22/03/25,2025-03-22,Deep Cleaning Package,Deep Cleaning,premium service,Premium,North Branch,North Branch,BRISTOL,Bristol,United Kingdom,£250,250.0,10.0,,,,,,,
205,REC-00205,CUST-1101,branch_south.csv,branch,alfie ainsworth,Alfie Ainsworth,07386 480 450,07386480450,alfie.ainsworth@examplemail.co.uk,alfie.ainsworth@examplemail.co.uk,,,06 Feb 2025,2025-02-06,deep cleaning package,Deep Cleaning,premium service,Premium,south office,South Branch,MANCHESTER,Manchester,United Kingdom,,,10.0,,,,,,,
206,REC-00206,CUST-1039,branch_south.csv,branch,Eleanor Huxley,Eleanor Huxley,07378 304 807,07378304807,ELEANOR.HUXLEY@EXAMPLEMAIL.CO.UK,eleanor.huxley@examplemail.co.uk,INV-1167,INV-1167,2025-03-20,2025-03-20,Prem Consult,Prem Consult,prem,Premium,South Branch,South Branch,Bristol City,Bristol,United Kingdom,"380,00",380.0,40.0,,,,,,,
207,REC-00207,CUST-1096,branch_south.csv,branch,AMELIA FAIRCHILD,Amelia Fairchild,00447491079829,07491079829,amelia.fairchild@examplemail.co.uk,amelia.fairchild@examplemail.co.uk,1168,INV-1168,02 Feb 2025,2025-02-02,store refresh,Store Refresh,prem,Premium,Central,Central Branch,Manchester,Manchester,United Kingdom,750,750.0,30.0,,,,,,,
208,REC-00208,CUST-1020,branch_south.csv,branch,Samuel Blackwell,Samuel Blackwell,07461203124,07461203124,samuel.blackwell@examplemail.co,samuel.blackwell@examplemail.co.uk,,,27 February 2025,2025-02-27,Refresh,Refresh,prem,Premium,central office,Central Branch,bristol,Bristol,United Kingdom,"360,00",360.0,30.0,,,,,,,
209,REC-00209,CUST-1102,branch_south.csv,branch,GEORGE BLACKWELL,George Blackwell,07161073,,george.blackwell@examplemail.co.uk,george.blackwell@examplemail.co.uk,inv-1170,INV-1170,2025-03-01,2025-01-03,Priority Call,Priority Call,Premium,Premium,South Branch,South Branch,manchester,Manchester,United Kingdom,,,20.0,,,,,,,
210,REC-00210,CUST-1103,branch_south.csv,branch,THEODORE COLLINS,Theodore Collins,07209747451,07209747451,theodore.collins@examplemail.co,theodore.collins@examplemail.co.uk,INV-1171,INV-1171,2025-03-10,2025-10-03,Maintenance Visit,Maintenance Visit,Std,Standard,North,North Branch,Leedz,Leeds,United Kingdom,"700,00",700.0,40.0,,,,,,,
211,REC-00211,CUST-1104,branch_south.csv,branch,Freya Crawford,Freya Crawford,00000000000,,freya.crawford@examplemail.co.uk,freya.crawford@examplemail.co.uk,inv-1172,INV-1172,23 February 2025,2025-02-23,Op Check,Op Check,Basic,Standard,Central Hub,Central Branch,bristol,Bristol,United Kingdom,£240,240.0,20.0,,,,,,,
212,REC-00212,CUST-1105,branch_south.csv,branch,Leo Blackwell,Leo Blackwell,00000000000,,leo.blackwell@examplemail.co.uk,leo.blackwell@examplemail.co.uk,INV 1173,INV-1173,29/03/25,2025-03-29,Store Refresh,Store Refresh,prem,Premium,North,North Branch,birminham,Birmingham,United Kingdom,"240,00",240.0,20.0,,,,,,,
213,REC-00213,CUST-1013,branch_south.csv,branch,eliza ellison,Eliza Ellison,+44 7220 117 054,07220117054,ELIZA.ELLISON@EXAMPLEMAIL.CO.UK,eliza.ellison@examplemail.co.uk,INV 1174,INV-1174,14/01/25,2025-01-14,Installation Support,Installation Support,Basic,Standard,south,South Branch,Birmingham,Birmingham,United Kingdom,,,20.0,,,,,,,
214,REC-00214,CUST-1106,branch_south.csv,branch,George Crawford,George Crawford,00000000000,,george.crawford@examplemail.co.uk,george.crawford@examplemail.co.uk,INV 1175,INV-1175,08/02/25,2025-02-08,operational check,Operational Check,Std,Standard,NORTH BRANCH,North Branch,BIRMINGHAM,Birmingham,United Kingdom,,,10.0,,,,,,,
215,REC-00215,CUST-1053,branch_south.csv,branch,Alfie Fletcher,Alfie Fletcher,07612957813,07612957813,alfie.fletcher@examplemail.co.uk,alfie.fletcher@examplemail.co.uk,inv-1176,INV-1176,08 Feb 2025,2025-02-08,maintenance visit,Maintenance Visit,Basic,Standard,NORTH HQ,North Branch,leeds,Leeds,United Kingdom,"525,00",525.0,30.0,,,,,,,
216,REC-00216,CUST-1107,branch_south.csv,branch,Nathan Blackwell,Nathan Blackwell,07688343096,07688343096,NATHAN.BLACKWELL@EXAMPLEMAIL.CO.UK,nathan.blackwell@examplemail.co.uk,,,04 April 2025,2025-04-04,Inv Audit,Inv Audit,Std,Standard,South Branch,South Branch,BRISTOL,Bristol,United Kingdom,800,800.0,40.0,,,,,,,
217,REC-00217,CUST-1024,branch_south.csv,branch,Harry Blackwell,Harry Blackwell,07216396,,harry.blackwell@examplemail.co,harry.blackwell@examplemail.co.uk,,,22 March 2025,2025-03-22,DC,Deep Cleaning,premium service,Premium,South Branch,South Branch,Bham,Birmingham,United Kingdom,1100,1100.0,40.0,,,,,,,
218,REC-00218,CUST-1078,branch_south.csv,branch,Eleanor Redford,Eleanor Redford,00000000000,,eleanor.redford@@examplemail.co.uk,eleanor.redford@examplemail.co.uk,INV-1179,INV-1179,02-04-2025,2025-04-02,CCR,Ccr,Standard,Standard,south,South Branch,LEEDS,Leeds,United Kingdom,1000.00,1000.0,40.0,,,,,,,
219,REC-00219,CUST-1068,branch_south.csv,branch,FLORENCE CHADWICK,Florence Chadwick,00447250519597,07250519597,florence.chadwick@examplemail.co.uk,florence.chadwick@examplemail.co.uk,,,27 Feb 2025,2025-02-27,Maintenance Visit,Maintenance Visit,Std,Standard,CENTRAL BRANCH,Central Branch,BRISTOL,Bristol,United Kingdom,,,20.0,,,,,,,
220,REC-00220,CUST-1108,branch_south.csv,branch,Daniel Collins,Daniel Collins,00447813962536,07813962536,daniel.collins@examplemail.co.uk,daniel.collins@examplemail.co.uk,inv 1181,INV-1181,2025-03-10,2025-10-03,Inventory Audit,Inventory Audit,Std,Standard,NORTH BRANCH,North Branch,Bristol City,Bristol,United Kingdom,,,40.0,,,,,,,
221,REC-00221,CUST-1010,branch_south.csv,branch,SOPHIE BRAMWELL,Sophie Bramwell,+44 7153 992 714,07153992714,sophie.bramwell@examplemail.co,sophie.bramwell@examplemail.co.uk,,,11 February 2025,2025-02-11,on site setup,On Site Setup,Basic,Standard,South Branch,South Branch,Mcr,Manchester,United Kingdom,"275,00",275.0,10.0,,,,,,,
222,REC-00222,CUST-1094,branch_south.csv,branch,Ivy Langley,Ivy Langley,+44 7477 698 143,07477698143,ivy.langley@examplemail.co,ivy.langley@examplemail.co.uk,INV-1183,INV-1183,19 March 2025,2025-03-19,Prem Consult,Prem Consult,P,Premium,SOUTH,South Branch,Birmingham,Birmingham,United Kingdom,,,30.0,,,,,,,
